"parcode","trial","rt","choice","face_val_tot","house_val_tot","face_mult","house_mult","face_bin","house_bin","face_bin_val","house_bin_val"
156,100,8074.70911072,-1,-0.062,-10,0.1,10,4,0,-0.1,0
157,2,11094.8534833,-1,-0.56,-0.04,2,2,2,5,-0.72,0
157,3,2869.76834605,1,0.3,0.084,1,0.1,7,6,0.39,0.12
157,4,4504.61246684,1,-0.84,1.92,2,3,2,9,-0.72,1.52
157,5,3670.24632875,1,0.036,1.68,0.1,2,5,9,0,1.52
157,6,8825.81545203,-1,-0.66,-0.06,1,1,2,4,-0.72,-0.1
157,8,4972.00460074,1,0.4,0.64,1,1,7,8,0.39,0.72
157,9,2084.55768574,1,0.74,-0.22,1,1,8,4,0.72,-0.1
157,10,6657.53688081,1,-0.02,1.4,0.1,10,5,9,0,1.52
157,11,4487.86173956,-1,-0.98,-0.54,1,1,1,2,-1.42,-0.72
157,12,1468.47471601,-1,-0.9,-0.96,1,1,2,1,-0.72,-1.42
157,13,3837.42008332,1,1.08,-0.18,2,3,9,4,1.52,-0.1
157,14,4271.04244576,1,0.68,0.44,1,0.5,8,7,0.72,0.39
157,15,10093.4154489,1,0.98,-0.64,1,1,9,2,1.52,-0.72
157,17,8191.71438582,-1,-0.96,0.02,1,1,1,5,-1.42,0
157,18,4204.60411385,-1,-0.16,-0.2,1,0.5,4,4,-0.1,-0.1
157,19,7491.78223123,1,0.64,2.88,1,3,8,99,0.72,99
157,20,3887.53795647,-1,-0.96,-0.9,1,1,1,2,-1.42,-0.72
157,21,7374.41356381,1,0.66,-0.54,1,1,8,2,0.72,-0.72
157,22,3136.9107319,-1,-0.25,-5.4,0.5,10,3,0,-0.375,0
157,23,4588.16599232,-1,-0.03,-0.048,0.5,0.1,5,4,0,-0.1
157,24,4321.11254468,-1,0.4,-0.3,1,1,7,3,0.39,-0.375
157,25,5072.07599166,-1,2.8,2.7,10,3,99,9,99,1.52
157,27,4871.62042383,1,0.58,-3,1,10,8,0,0.72,0
157,29,7040.61831275,1,2.46,1.24,3,2,9,9,1.52,1.52
157,30,4671.34243186,-1,0,-0.72,3,1,5,2,0,-0.72
157,31,3286.89387572,-1,-0.026,-1.44,0.1,2,5,1,0,-1.42
157,32,6857.11508541,1,6.2,-1.04,10,2,99,1,99,-1.42
157,33,7941.43540232,1,0.098,0.058,0.1,0.1,6,5,0.12,0
157,34,4104.42966281,-1,-1.02,-2.4,3,3,1,1,-1.42,-1.42
157,35,2302.28739415,1,0.88,0.5,1,1,8,7,0.72,0.39
157,36,8057.95194572,1,0.42,0.78,3,3,7,8,0.39,0.72
157,37,3486.05863791,1,-0.46,2.7,1,3,3,9,-0.375,1.52
157,38,6674.67430895,1,5.8,-0.002,10,0.1,99,5,99,0
157,39,4471.47307487,1,0.92,0.4,2,10,9,7,1.52,0.39
157,40,5137.82445164,1,1.32,-0.22,3,0.5,9,4,1.52,-0.1
157,41,4572.2316335,1,0.92,0.64,1,1,9,8,1.52,0.72
157,42,4421.50843982,1,7.6,-0.84,10,2,99,2,99,-0.72
157,43,6406.73748872,1,-0.17,0.4,0.5,2,4,7,-0.1,0.39
157,44,9693.13649548,-1,-0.74,0.5,1,1,2,7,-0.72,0.39
157,45,6940.56975728,-1,0.6,-7.2,10,10,8,0,0.72,0
157,46,6873.62604012,-1,-0.02,-0.18,1,1,5,4,0,-0.1
157,47,1952.12210732,1,0.084,0.004,0.1,0.1,6,5,0.12,0
157,48,3837.46425196,-1,-0.24,-0.16,1,1,4,4,-0.1,-0.1
157,49,6623.61837825,-1,-1.62,-4.8,3,10,1,0,-1.42,0
157,50,5038.57964504,-1,0.058,-0.2,0.1,1,6,4,0.12,-0.1
157,51,5489.07352242,-1,-0.02,0.08,1,1,5,6,0,0.12
157,52,3053.56873511,-1,-0.56,-0.56,1,1,2,2,-0.72,-0.72
157,53,7190.8673697,-1,-0.66,0.08,3,0.1,2,6,-0.72,0.12
157,54,8675.39933548,-1,-1.64,0.68,2,2,1,8,-1.42,0.72
157,55,3135.92249638,1,0.4,0.04,1,1,7,5,0.39,0
157,56,4655.27075971,-1,-0.26,-0.28,1,1,3,3,-0.375,-0.375
157,57,5872.91814023,1,-0.26,0.84,1,2,3,8,-0.375,0.72
157,58,7057.33088072,1,-0.6,2.04,3,3,2,9,-0.72,1.52
157,59,2819.88393568,1,0.5,8.2,1,10,7,99,0.39,99
157,60,4121.19150738,-1,-0.52,-0.94,1,1,3,1,-0.375,-1.42
157,61,4287.89202665,1,1.2,-0.2,10,10,9,4,1.52,-0.1
157,62,7991.39222526,-1,0.12,-0.68,1,1,6,2,0.12,-0.72
157,63,3220.05231728,1,1.4,-1.2,10,10,9,1,1.52,-1.42
157,64,3687.30803923,1,0.032,4.4,0.1,10,5,99,0,99
157,65,1935.77851265,-1,-0.5,-0.046,1,0.1,3,4,-0.375,-0.1
157,66,4521.33765444,1,1.96,-0.058,2,0.1,9,4,1.52,-0.1
157,67,7774.61259306,-1,-0.3,0.4,1,1,3,7,-0.375,0.39
157,69,2452.76991391,1,0.42,1.88,3,2,7,9,0.39,1.52
157,70,4337.81760099,-1,-1.48,0.34,2,1,1,7,-1.42,0.39
157,71,5105.43833007,-1,-1.68,1.08,3,2,1,9,-1.42,1.52
157,72,2469.62910972,1,0.84,0.6,1,1,8,8,0.72,0.72
157,73,3036.70022479,-1,-0.13,-0.42,0.5,0.5,4,3,-0.1,-0.375
157,74,2118.97165817,-1,0,-0.9,1,1,5,2,0,-0.72
157,75,5757.10589113,-1,-0.96,-0.96,3,3,1,1,-1.42,-1.42
157,76,4404.73457659,1,0.044,-0.022,0.1,0.1,5,5,0,0
157,77,4905.16454467,-1,-0.18,0.06,1,1,4,6,-0.1,0.12
157,79,4788.24297193,1,0.96,-0.45,2,0.5,9,3,1.52,-0.375
157,80,7808.309952,-1,0.08,-0.08,1,1,6,4,0.12,-0.1
157,81,3487.33772535,1,1.02,0.08,3,0.1,9,6,1.52,0.12
157,82,4838.67032593,1,0.14,0.7,1,1,6,8,0.12,0.72
157,83,4087.51367874,-1,-0.56,-0.04,1,1,2,5,-0.72,0
157,84,10327.6047322,-1,0.76,-0.62,1,1,8,2,0.72,-0.72
157,85,9543.0352682,-1,-0.4,0.46,1,1,3,7,-0.375,0.39
157,86,5505.89996736,1,1.04,0.32,2,2,9,7,1.52,0.39
157,87,10244.5719158,1,0.7,-0.34,1,1,8,3,0.72,-0.375
157,88,4988.66248375,-1,-1.68,0,2,0.5,1,5,-1.42,0
157,89,7007.09402267,-1,-0.44,0.012,2,0.1,3,5,-0.375,0
157,90,3220.98767065,1,0.88,0.42,1,1,8,7,0.72,0.39
157,91,3420.31588682,-1,-0.12,-0.54,1,1,4,2,-0.1,-0.72
157,92,6290.09354734,-1,0.88,-0.86,1,1,8,2,0.72,-0.72
157,93,6339.87850323,1,0.48,-0.074,3,0.1,7,4,0.39,-0.1
157,94,5305.34975242,-1,-0.74,-0.052,1,0.1,2,4,-0.72,-0.1
157,95,4154.22453408,-1,-0.42,-0.42,1,1,3,3,-0.375,-0.375
157,96,3203.41937302,-1,-0.08,-0.72,1,1,4,2,-0.1,-0.72
157,97,3238.07251707,-1,0.02,-2.94,0.1,3,5,0,0,0
157,98,2169.21212181,-1,-0.76,-2.46,1,3,2,1,-0.72,-1.42
157,99,4788.38449184,1,0.072,-0.24,0.1,3,6,3,0.12,-0.375
157,100,8208.3533394,-1,0.66,-0.46,1,1,8,3,0.72,-0.375
157,1,6756.81954622,-1,0.32,-0.022,2,0.1,7,5,0.39,0
157,2,5338.96207929,1,1.8,0.36,3,1,9,7,1.52,0.39
157,3,2135.485918,-1,-7,-2.34,10,3,0,1,0,-1.42
157,4,3186.68006346,-1,-0.98,-0.08,1,0.5,1,4,-1.42,-0.1
157,5,3403.83978628,-1,-0.28,0.24,1,0.5,3,6,-0.375,0.12
157,6,5405.6167473,1,0.33,0.02,0.5,0.1,7,5,0.39,0
157,7,1585.03182244,-1,-0.8,-0.082,1,0.1,2,4,-0.72,-0.1
157,8,3470.14170617,1,-0.1,0.4,0.1,0.5,4,7,-0.1,0.39
157,9,4154.50907621,-1,-0.06,-0.98,1,1,4,1,-0.1,-1.42
157,10,5021.12492392,-1,-0.01,0,0.5,0.1,5,5,0,0
157,11,9860.35922618,-1,-0.94,0.56,1,1,1,8,-1.42,0.72
157,12,7090.97776123,1,-0.15,0.4,0.5,10,4,7,-0.1,0.39
157,13,6406.70714158,1,-0.08,-0.1,1,1,4,4,-0.1,-0.1
157,14,7641.08571899,1,4,-0.6,10,10,99,2,99,-0.72
157,15,4304.63524224,1,0.48,0.82,1,1,7,8,0.39,0.72
157,16,5422.46182117,1,0.9,-0.9,1,1,8,2,0.72,-0.72
157,17,5889.72415341,-1,-0.76,0.96,1,1,2,9,-0.72,1.52
157,18,4237.70775032,-1,-1.14,-8.6,3,10,1,0,-1.42,0
157,19,4838.31337129,1,-0.06,0.22,1,1,4,6,-0.1,0.12
157,20,3186.8357053,1,6.6,-0.13,10,0.5,99,4,99,-0.1
157,21,4755.07443465,-1,0.078,-1.92,0.1,2,6,1,0.12,-1.42
157,22,2152.41422123,-1,-7.8,-0.86,10,1,0,2,0,-0.72
157,23,2102.40241286,1,5,0.088,10,0.1,99,6,99,0.12
157,24,4988.46087049,1,0.066,0.036,0.1,0.1,6,5,0.12,0
157,25,7491.12931671,1,0.42,-0.66,1,1,7,2,0.39,-0.72
157,27,3403.70187195,1,5.6,0.43,10,0.5,99,7,99,0.39
157,28,7741.07688526,1,0.052,0.22,0.1,0.5,5,6,0,0.12
157,29,4554.88387856,1,0.48,0.84,3,2,7,8,0.39,0.72
157,30,3370.25990983,1,7.4,0.8,10,2,99,8,99,0.72
157,31,2568.27779004,1,1.12,-0.09,2,0.1,9,4,1.52,-0.1
157,32,2970.12548099,1,0.18,0.72,1,1,6,8,0.12,0.72
157,33,3721.18417599,-1,-0.076,-0.08,0.1,0.1,4,4,-0.1,-0.1
157,34,2185.94151593,1,0.006,0.33,0.1,0.5,5,7,0,0.39
157,35,5439.04398652,-1,0.07,-2.8,0.1,10,6,0,0.12,0
157,36,2803.23716992,-1,-0.84,0.12,3,2,2,6,-0.72,0.12
157,37,4454.94379167,-1,-0.14,-0.2,1,1,4,4,-0.1,-0.1
157,38,3503.72098165,1,0.84,-0.54,1,1,8,2,0.72,-0.72
157,39,4004.28345564,-1,-4.6,0.024,10,0.1,0,5,0,0
157,40,5338.94976013,-1,-1.2,1.08,3,3,1,9,-1.42,1.52
157,41,3502.93315755,-1,0.39,-6,0.5,10,7,0,0.39,0
157,42,5973.86689438,-1,-0.44,-2.52,1,3,3,1,-0.375,-1.42
157,43,2853.8144569,1,0.08,4.6,0.5,10,6,99,0.12,99
157,44,2436.02699874,-1,-0.13,0.39,0.5,0.5,4,7,-0.1,0.39
157,45,2251.39882349,1,3.2,0.43,10,0.5,99,7,99,0.39
157,46,3854.37542855,-1,-1.16,0.28,2,1,1,7,-1.42,0.39
157,47,1702.31635918,-1,-1.86,0.28,3,1,1,7,-1.42,0.39
157,48,6706.96337969,-1,0.3,-9,1,10,7,0,0.39,0
157,49,3353.44007521,1,0.1,0.86,1,1,6,8,0.12,0.72
157,50,2118.86228822,-1,-0.38,0.002,0.5,0.1,3,5,-0.375,0
157,51,1985.64579646,-1,-1.96,-0.14,2,1,1,4,-1.42,-0.1
157,52,2936.56122885,1,0.84,0.42,2,3,8,7,0.72,0.39
157,53,5389.50871865,-1,-1.02,-0.48,3,3,1,3,-1.42,-0.375
157,54,4070.97387922,-1,-0.78,-0.48,1,1,2,3,-0.72,-0.375
157,55,2486.35249451,1,-2,3,10,10,1,99,-1.42,99
157,56,3753.83170371,1,0.3,0.33,0.5,0.5,7,7,0.39,0.39
157,57,1668.71665191,1,0.74,0.38,1,1,8,7,0.72,0.39
157,58,4353.67744401,1,0.1,0.14,1,1,6,6,0.12,0.12
157,59,6907.11307229,1,0.86,-0.9,1,1,8,2,0.72,-0.72
157,60,3087.19728715,-1,-1,0,1,1,1,5,-1.42,0
157,61,1952.20804084,-1,-0.3,-0.58,1,1,3,2,-0.375,-0.72
157,62,2402.5390652,1,0.56,0.86,1,1,8,8,0.72,0.72
157,63,3537.00880427,-1,-2.2,0.42,10,3,1,7,-1.42,0.39
157,64,2352.55700306,-1,-0.32,0.25,0.5,0.5,3,7,-0.375,0.39
157,65,4221.12798865,1,-0.3,0.18,0.5,3,3,6,-0.375,0.12
157,66,2435.27012272,1,1.52,-1,2,10,9,1,1.52,-1.42
157,67,2069.18099345,1,8.4,0.04,10,2,99,5,99,0
157,68,6840.13059494,-1,0.42,-5,1,10,7,0,0.39,0
157,69,3420.90269862,1,0.048,0.18,0.1,1,5,6,0,0.12
157,70,4720.79717464,-1,-0.2,-0.48,0.5,2,4,3,-0.1,-0.375
157,71,2369.41229281,1,1,1.08,2,3,9,9,1.52,1.52
157,72,9510.10379926,-1,-0.02,0,0.5,0.5,5,5,0,0
157,73,3236.34813773,1,-0.072,0.8,0.1,10,4,8,-0.1,0.72
157,74,7391.01495905,-1,-0.48,-0.01,3,0.5,3,5,-0.375,0
157,75,5788.18347948,1,0.68,-0.66,1,1,8,2,0.72,-0.72
157,76,6407.38499479,1,0.08,0.1,1,1,6,6,0.12,0.12
157,77,3770.70472098,-1,0.17,-1.88,0.5,2,6,1,0.12,-1.42
157,78,3203.39112915,1,-0.06,0.1,1,1,4,6,-0.1,0.12
157,79,4855.13651112,1,-0.01,-0.42,0.5,3,5,3,0,-0.375
157,80,6189.73190544,-1,-0.034,-0.44,0.1,1,5,3,0,-0.375
157,81,1884.58376625,1,0.76,0.48,1,1,8,7,0.72,0.39
157,82,4188.03486857,1,0.28,1,1,1,7,9,0.39,1.52
157,83,3454.37831304,1,-0.29,-0.08,0.5,1,3,4,-0.375,-0.1
157,86,5105.52786919,-1,-0.84,1.8,3,3,2,9,-0.72,1.52
157,87,9593.08794004,1,2.16,-0.38,3,0.5,9,3,1.52,-0.375
157,88,5255.7748229,-1,-0.18,-0.14,1,1,4,4,-0.1,-0.1
157,89,6223.27422348,1,0.36,-0.41,2,0.5,7,3,0.39,-0.375
157,90,5939.4090538,-1,-0.12,-1.2,1,2,4,1,-0.1,-1.42
157,91,3503.65938595,-1,-0.04,-0.46,1,0.5,5,3,0,-0.375
157,92,3787.2946985,-1,-0.36,-0.6,1,1,3,2,-0.375,-0.72
157,93,4721.56156236,-1,-0.45,-0.84,0.5,2,3,2,-0.375,-0.72
157,95,1785.36299703,1,0.2,0.9,1,1,6,8,0.12,0.72
157,96,2369.34679103,-1,-0.96,-0.34,1,1,1,3,-1.42,-0.375
157,97,4621.48987097,-1,-8,-0.16,10,1,0,4,0,-0.1
157,98,2603.07425677,-1,-0.35,-0.15,0.5,0.5,3,4,-0.375,-0.1
157,99,2152.54792897,1,9.4,-0.7,10,1,99,2,99,-0.72
157,100,7774.68230136,1,0.52,-0.46,1,1,7,3,0.39,-0.375
157,1,6022.801529,-1,-0.76,-0.66,1,1,2,2,-0.72,-0.72
157,2,5572.30554835,-1,0.098,-5.8,0.1,10,6,0,0.12,0
157,3,8091.65681637,1,0.022,2.52,0.1,3,5,9,0,1.52
157,4,1852.19944749,1,1.2,0.74,2,1,9,8,1.52,0.72
157,5,2602.89247433,1,0.16,0.56,1,1,6,8,0.12,0.72
157,6,2452.81558484,-1,-1.6,-0.46,2,0.5,1,3,-1.42,-0.375
157,7,3320.34274857,-1,-1.92,-1.88,2,2,1,1,-1.42,-1.42
157,8,4154.2623929,1,0.1,-0.08,1,1,6,4,0.12,-0.1
157,9,6439.95349976,1,0.66,-0.4,1,1,8,3,0.72,-0.375
157,10,4254.62914276,1,-0.006,0.01,0.1,0.5,5,5,0,0
157,11,4271.1689423,-1,-1.24,-6,2,10,1,0,-1.42,0
157,12,4955.20579876,-1,-0.38,-0.3,1,1,3,3,-0.375,-0.375
157,13,3487.24908763,1,9.8,0.052,10,0.1,99,5,99,0
157,14,7707.8500574,1,-0.08,0.86,0.5,1,4,8,-0.1,0.72
157,15,4688.24128932,1,7.8,-0.86,10,1,99,2,99,-0.72
157,16,7874.54426687,1,0.4,-0.49,2,0.5,7,3,0.39,-0.375
157,17,4404.76672654,-1,-0.52,-0.08,1,1,3,4,-0.375,-0.1
157,18,6106.16065242,1,0.92,-0.58,1,1,9,2,1.52,-0.72
157,19,8241.908878,1,-0.4,-0.2,2,2,3,4,-0.375,-0.1
157,20,3904.26765106,-1,-0.72,-0.03,1,0.1,2,5,-0.72,0
157,21,7157.24572842,-1,2.4,-5.4,10,10,9,0,1.52,0
157,22,3420.30416863,-1,-2.04,-0.4,3,0.5,1,3,-1.42,-0.375
157,23,4871.65617937,1,0.36,0.8,1,1,7,8,0.39,0.72
157,24,4705.01154693,-1,0,-0.92,0.1,1,5,1,0,-1.42
157,25,5288.08642869,1,-1.44,0.6,3,10,1,8,-1.42,0.72
157,26,10027.7904809,1,0.4,-0.04,10,1,7,5,0.39,0
157,27,3503.25225334,1,-0.64,8,1,10,2,99,-0.72,99
157,28,5739.13166279,1,-0.42,7.2,3,10,3,99,-0.375,99
157,29,10794.2625251,1,5.8,0.036,10,0.1,99,5,99,0
157,30,7441.14334855,1,0.94,0.6,1,1,9,8,1.52,0.72
157,31,5956.14415681,1,1.32,-0.024,3,0.1,9,5,1.52,0
157,32,3586.90463239,-1,0.08,-0.62,1,1,6,2,0.12,-0.72
157,33,2736.36886993,1,-0.064,1.92,0.1,3,4,9,-0.1,1.52
157,34,4053.49602213,-1,-0.12,-1.08,1,2,4,1,-0.1,-1.42
157,35,2469.58584248,1,-0.04,10,0.5,10,5,99,0,99
157,36,3369.63854436,1,0.64,0.094,2,0.1,8,6,0.72,0.12
157,37,3704.37515812,-1,0.06,-0.22,3,0.5,6,4,0.12,-0.1
157,38,3603.97295319,1,-0.47,8.6,0.5,10,3,99,-0.375,99
157,39,6590.15778717,-1,-0.6,-0.04,1,1,2,5,-0.72,0
157,40,2936.6414535,1,-1.02,9.4,3,10,1,99,-1.42,99
157,41,3703.90823262,-1,-0.022,-2.82,0.1,3,5,0,0,0
157,42,3019.70641984,1,0.86,-0.2,1,1,8,4,0.72,-0.1
157,43,3437.10958087,1,-0.13,0.6,0.5,2,4,8,-0.1,0.72
157,44,1701.77221365,-1,-0.88,-0.44,1,1,2,3,-0.72,-0.375
157,45,2986.53247414,1,0.38,0.54,1,1,7,8,0.39,0.72
157,46,2586.12822604,1,0.54,0.038,3,0.1,8,5,0.72,0
157,47,3837.48348182,1,-0.03,0,0.5,10,5,5,0,0
157,48,1601.81740389,1,3.2,0.086,10,0.1,99,6,99,0.12
157,49,3803.99104126,1,0.6,-0.19,1,0.5,8,4,0.72,-0.1
157,50,2536.35919493,-1,-0.028,-0.024,0.1,0.1,5,5,0,0
157,51,2902.61478286,1,0.22,0.046,1,0.1,6,5,0.12,0
157,52,3370.15264318,1,-0.48,0.14,0.5,1,3,6,-0.375,0.12
157,53,2536.12723449,-1,-0.02,-0.5,1,1,5,2,0,-0.72
157,54,7157.35569928,1,0,0.39,2,0.5,5,7,0,0.39
157,55,2769.584881,-1,-0.46,0.9,1,1,3,8,-0.375,0.72
157,56,5272.16048297,1,1.48,-1.2,2,2,9,1,1.52,-1.42
157,57,2502.75257695,1,0.78,-0.19,3,0.5,8,4,0.72,-0.1
157,58,1902.10999851,1,2.76,1.68,3,2,99,9,99,1.52
157,59,3920.8981916,1,-0.016,0.21,0.1,0.5,5,6,0,0.12
157,60,1485.04846831,-1,-0.024,-1.96,0.1,2,5,1,0,-1.42
157,61,2552.58620845,1,5.4,-0.024,10,0.1,99,5,99,0
157,62,2352.69311455,1,0.84,0.26,1,1,8,7,0.72,0.39
157,63,1602.11126049,1,0.43,0.22,0.5,1,7,6,0.39,0.12
157,64,2519.4182721,-1,0.14,-0.92,0.5,1,6,1,0.12,-1.42
157,65,1852.0134585,-1,-10,1.16,10,2,0,9,0,1.52
157,66,2968.93593264,-1,-0.026,-0.9,0.1,1,5,2,0,-0.72
157,67,1501.69793825,1,0.08,1.02,0.1,3,6,9,0.12,1.52
157,68,1484.78766307,1,7.6,0.08,10,2,99,6,99,0.12
157,69,2102.73442877,-1,-0.45,-0.92,0.5,1,3,1,-0.375,-1.42
157,70,2535.97940481,-1,-0.52,0.82,1,1,3,8,-0.375,0.72
157,71,3787.34036948,1,9.6,-0.4,10,0.5,99,3,99,-0.375
157,72,3386.13958369,1,0.08,1.62,2,3,6,9,0.12,1.52
157,73,3820.87908193,-1,0.48,-2.4,0.5,3,7,1,0.39,-1.42
157,74,2068.89975644,-1,0.44,-0.084,2,0.1,7,4,0.39,-0.1
157,75,2019.0267638,1,0.48,0.026,0.5,0.1,7,5,0.39,0
157,76,1618.73008282,-1,-7,0.05,10,0.5,0,5,0,0
157,77,2236.0572858,-1,-0.18,-0.05,1,0.1,4,4,-0.1,-0.1
157,78,1702.07448333,1,-0.27,0.84,0.5,3,3,8,-0.375,0.72
157,79,2986.8230256,-1,-0.062,-0.048,0.1,0.1,4,4,-0.1,-0.1
157,80,2736.26761261,-1,0.07,-2,0.1,2,6,1,0.12,-1.42
157,81,4454.92966974,-1,-0.43,-2.1,0.5,3,3,1,-0.375,-1.42
157,82,1551.96514342,-1,-1.68,-0.022,3,0.1,1,5,-1.42,0
157,83,3236.94366307,-1,0.44,-2.46,1,3,7,1,0.39,-1.42
157,85,3653.83843414,1,0.16,0.96,0.5,3,6,9,0.12,1.52
157,86,5188.85664546,-1,0.12,-4.2,0.5,10,6,0,0.12,0
157,87,4354.60829036,1,0.4,-0.72,1,1,7,2,0.39,-0.72
157,88,3586.69610842,1,0.32,7.2,1,10,7,99,0.39,99
157,89,3286.6934643,-1,-0.78,-0.42,1,1,2,3,-0.72,-0.375
157,90,3537.00760243,-1,-2,-3.4,2,10,1,0,-1.42,0
157,91,1685.34599061,1,0.25,0.002,0.5,0.1,6,5,0.12,0
157,92,5305.67906413,-1,0.08,-0.48,1,1,6,3,0.12,-0.375
157,93,2035.65189592,-1,0.2,-0.5,1,1,6,2,0.12,-0.72
157,94,3770.69991353,-1,-0.76,-1.32,1,2,2,1,-0.72,-1.42
157,95,1885.50589906,-1,-0.15,0.002,0.5,0.1,4,5,-0.1,0
157,96,3202.55132424,1,0.7,-0.94,1,1,8,1,0.72,-1.42
157,97,2853.33581318,-1,-0.25,-1.74,0.5,3,3,1,-0.375,-1.42
157,98,1351.78269996,1,0.096,0.04,0.1,0.5,6,5,0.12,0
157,99,3703.93407275,1,0.064,0.3,0.1,3,6,7,0.12,0.39
157,100,2736.2940537,-1,-0.52,-0.36,1,1,3,3,-0.375,-0.375
157,1,2302.41208791,1,-0.076,6.8,0.1,10,4,99,-0.1,99
157,2,3187.02920599,-1,-1.48,0.084,2,0.1,1,6,-1.42,0.12
157,3,2052.29535652,-1,-1.52,0.37,2,0.5,1,7,-1.42,0.39
157,4,3337.0676357,1,-0.02,-0.46,1,1,5,3,0,-0.375
157,5,2402.56009786,1,-1.2,7.4,2,10,1,99,-1.42,99
157,6,3787.45725108,-1,-0.74,0,1,1,2,5,-0.72,0
157,7,2702.94102977,-1,-0.66,0.24,1,1,2,6,-0.72,0.12
157,8,3337.02557033,-1,-0.52,0.46,2,1,3,7,-0.375,0.39
157,9,3687.43273299,1,0.44,6.4,1,10,7,99,0.39,99
157,10,4871.82774596,-1,-0.38,0.04,1,0.1,3,5,-0.375,0
157,11,3503.7459204,1,-0.04,0.84,1,1,5,8,0,0.72
157,12,1351.71209025,-1,-2.64,-2.76,3,3,1,1,-1.42,-1.42
157,13,1718.51032134,-1,-0.6,-0.54,1,1,2,2,-0.72,-0.72
157,14,1685.3859527,-1,-1.88,-7.6,2,10,1,0,-1.42,0
157,15,3787.2174785,1,0.068,-0.08,0.1,0.1,6,4,0.12,-0.1
157,16,6106.38900724,-1,-0.84,0.94,1,1,2,9,-0.72,1.52
157,17,2352.56751941,-1,-1.84,-0.46,2,1,1,3,-1.42,-0.375
157,18,1535.08160982,1,9.6,0.5,10,1,99,7,99,0.39
157,19,2502.61406173,1,0.58,0.72,1,1,8,8,0.72,0.72
157,20,1051.44563623,1,0.42,0.72,1,1,7,8,0.39,0.72
157,21,4754.99841652,-1,0.36,-0.82,1,1,7,2,0.39,-0.72
157,22,1300.6726852,1,0.064,0.54,0.1,1,6,8,0.12,0.72
157,23,2586.19342736,1,0.86,0.72,1,2,8,8,0.72,0.72
157,24,3486.78907286,-1,-0.04,-2.76,0.5,3,5,1,0,-1.42
157,25,3036.83513444,-1,-0.76,0.5,1,1,2,7,-0.72,0.39
157,26,2236.0001971,-1,-0.092,-0.56,0.1,1,4,2,-0.1,-0.72
157,27,2302.44333643,-1,0.76,-2.04,2,3,8,1,0.72,-1.42
157,28,2569.63079234,-1,-0.14,-0.94,1,1,4,1,-0.1,-1.42
157,29,2502.75828585,-1,-0.72,-0.8,1,1,2,2,-0.72,-0.72
157,30,3487.17998023,1,-0.046,1.5,0.1,3,5,9,0,1.52
157,31,4087.58278613,1,1,0.28,1,2,9,7,1.52,0.39
157,32,2870.0363625,1,2.16,-0.9,3,1,9,2,1.52,-0.72
157,33,3754.06967345,1,0.66,1.88,1,2,8,9,0.72,1.52
157,34,3102.58689953,-1,-0.6,-0.24,1,1,2,3,-0.72,-0.375
157,35,3187.1151395,1,-1.32,2.4,3,10,1,9,-1.42,1.52
157,36,2336.0418418,1,0.28,1.56,1,3,7,9,0.39,1.52
157,37,1735.42810819,1,0.2,0.94,1,1,6,9,0.12,1.52
157,38,1969.1648884,1,-0.06,0.5,1,1,4,7,-0.1,0.39
157,39,5856.20857688,1,0.42,-0.5,0.5,0.5,7,2,0.39,-0.72
157,40,1501.87431229,-1,-0.034,-8.6,0.1,10,5,0,0,0
157,41,2970.17686081,1,2.88,-0.28,3,0.5,99,3,99,-0.375
157,42,1585.3512187,1,3.2,0.04,10,0.5,99,5,99,0
157,43,5639.33369669,1,4.8,3.6,10,10,99,99,99,99
157,44,3120.01007167,-1,0.082,-7.2,0.1,10,6,0,0.12,0
157,45,3369.21218189,1,1.6,0.22,10,1,9,6,1.52,0.12
157,46,3503.85529036,-1,0.6,-1.62,2,3,8,1,0.72,-1.42
157,47,1902.21486145,1,-2.4,2.4,3,10,1,9,-1.42,1.52
157,48,6123.4897784,1,-0.48,2.64,1,3,3,9,-0.375,1.52
157,49,3905.08552187,-1,-0.52,0.56,1,1,3,8,-0.375,0.72
157,50,4237.93880932,-1,-1.28,0.032,2,0.1,1,5,-1.42,0
157,51,1702.09281181,-1,0.02,-1.98,1,3,5,1,0,-1.42
157,52,1535.32709123,-1,-2.34,-0.4,3,1,1,3,-1.42,-0.375
157,53,1468.08140489,-1,-1.02,0.6,3,1,1,8,-1.42,0.72
157,54,5389.01805624,-1,-0.37,0.4,0.5,0.5,3,7,-0.375,0.39
157,55,3820.87577679,1,0.48,0.2,3,10,7,6,0.39,0.12
157,56,5806.03992482,1,0.48,-0.08,1,1,7,4,0.39,-0.1
157,57,1685.26516503,-1,-1.32,-0.004,3,0.1,1,5,-1.42,0
157,58,1818.90140902,1,0.4,0.56,0.5,2,7,8,0.39,0.72
157,59,2919.92497942,-1,-0.38,0.08,1,1,3,6,-0.375,0.12
157,60,1618.7045431,1,1.92,0.068,3,0.1,9,6,1.52,0.12
157,61,1418.49625949,1,0.6,0.9,1,1,8,8,0.72,0.72
157,62,3837.39935112,-1,0.68,-0.88,1,1,8,2,0.72,-0.72
157,63,1752.03641417,-1,-2.82,0.94,3,1,0,9,0,1.52
157,64,1568.53348733,1,0.9,2,1,10,8,9,0.72,1.52
157,65,1685.71376207,1,0,0.14,0.1,0.5,5,6,0,0.12
157,66,1969.00173489,-1,-0.68,-0.88,1,1,2,2,-0.72,-0.72
